,Date,UserID,DrivingDistance,Avg_Speed,Numbers_fast_accelerating_8,Numbers_fast_accelerating_9,Numbers_fast_accelerating_10,Numbers_fast_accelerating_11,Numbers_fast_accelerating_12,Numbers_fast_accelerating_13,Numbers_fast_accelerating_14,Numbers_fast_accelerating_15,Numbers_fast_accelerating_16,Numbers_fast_accelerating_17,Numbers_hard_braking_8,Numbers_hard_braking_9,Numbers_hard_braking_10,Numbers_hard_braking_11,Numbers_hard_braking_12,Numbers_hard_braking_13,Numbers_hard_braking_14,Numbers_hard_braking_15,Numbers_hard_braking_16,Numbers_hard_braking_17,Avg_coolant_temperature,Max_coolant_temperature,Min_coolant_temperature,Avg_engine_rpm,Max_engine_rpm,Min_engine_rpm,Max_speed
232,2021-03-23 18:08:49.155,mcu2,57.22734540467193,27.461588861588858,11,2,3,7,12,1,6,7,5,4,1,8,6,2,12,7,3,5,10,0,88.39174956114687,97.0,82.0,1014.9329130294212,3174.0,610.0,63.0
233,2021-01-08 08:52:14.674,mcu2,63.44559407381972,184.10919055649242,24,18,2,16,6,4,4,4,3,4,2,11,1,1,12,1,0,0,4,5,86.8471590909091,94.0,65.0,1165.6935039911916,2409.0,172.0,111.0
234,2021-03-19 18:02:08.203,mcu1,15.79375469306876,25.25478767693589,1,4,6,13,5,1,1,4,4,2,5,8,10,11,0,0,0,3,5,8,87.92741061755146,94.0,38.0,1016.6731551423593,2328.0,132.0,85.0
235,2020-12-09 11:17:14.562,mcu2,105.32352297930409,44.72072907012666,1,15,0,6,5,5,5,4,5,1,15,17,6,0,0,0,7,4,2,3,85.95375626043406,90.0,78.0,981.140761674068,2725.0,180.0,107.0
236,2020-11-26 07:50:49.997,mcu2,41.32913497369204,27.53135313531353,22,0,1,16,2,8,5,3,2,5,10,9,2,1,7,7,11,2,3,7,86.39351446099913,101.0,38.0,1195.89318044659,3174.0,310.0,93.0
237,2021-04-13 09:50:28.304,mcu2,126.86328518769587,18.316110227874933,8,1,8,5,0,0,3,4,1,1,1,6,16,0,4,1,0,4,7,0,87.92741061755146,215.0,36.0,1348.9691629955944,2971.0,154.0,68.0
238,2020-12-01 18:21:14.494,mcu1,28.604618241369852,31.71326370010016,15,0,4,3,6,8,5,6,0,0,22,5,1,4,6,3,11,0,7,1,87.84522661523626,97.0,61.0,2080.646840148699,3058.0,168.0,255.0
239,2021-02-23 09:57:57.392,mcu1,25.36207566634845,29.582386363636363,29,1,1,13,0,1,1,3,7,4,15,2,2,0,6,0,7,3,0,5,87.86081003993155,99.0,67.0,1123.9755708127097,2614.0,614.0,81.0
240,2021-04-20 18:33:57.130,mcu1,14.550823582629436,27.91656350581827,3,4,2,6,10,1,1,3,5,1,3,2,3,4,8,11,1,5,0,7,88.19363891487372,94.0,52.0,1075.3454179254784,2882.0,456.0,65.0
241,2020-10-13 19:10:01.271,mcu2,14.110129523869002,30.70983952018156,6,21,1,7,1,4,0,1,5,0,0,17,4,4,4,5,2,4,10,8,87.26925845932325,89.0,38.0,962.3747081712062,3300.0,202.0,117.0
242,2021-03-03 07:47:57.907,mcu1,37.76200584249085,23.825396825396822,18,8,4,2,12,0,1,7,2,6,25,10,8,0,0,6,5,0,7,1,86.78287461773701,92.0,51.0,900.1515453639082,2938.0,139.0,104.0
243,2021-03-10 07:47:52.096,mcu2,128.11910502880798,26.060697115384613,16,10,0,2,4,2,4,3,4,2,10,22,7,4,12,7,1,2,4,5,77.43681968764791,97.0,78.0,1085.1139641224056,2709.0,456.0,48.0
244,2021-03-19 08:55:33.892,mcu1,13.76069272223683,30.15787957360991,4,2,12,9,5,1,4,0,3,3,6,6,3,8,1,0,4,2,0,3,90.09663641217298,95.0,49.0,964.783150303229,2701.0,608.0,80.0
245,2020-08-29 19:46:08.769,mcu1,26.886157559103165,29.4942767950052,29,15,7,16,1,1,0,0,0,1,3,12,10,6,2,0,4,0,5,7,89.6500339443313,98.0,67.0,1014.7577030812323,3473.0,333.0,75.0
246,2021-01-27 21:14:52.815,mcu2,28.604618241369852,25.798239352843215,21,8,3,1,4,1,1,4,5,6,16,0,0,12,8,5,11,6,2,3,88.47414741474148,94.0,68.0,1009.1620309630017,3570.0,662.0,67.0
247,2020-10-08 06:49:55.514,mcu2,6.0963160236492495,27.648065948002532,8,10,12,7,2,1,0,3,5,0,17,5,14,8,2,0,6,0,0,5,89.4030554931476,99.0,57.0,1754.6065849151692,3162.0,175.0,57.0
248,2020-11-06 12:58:59.468,mcu2,352.6445560229395,33.705635491606714,4,0,8,12,5,0,0,2,4,3,4,1,16,0,0,5,3,2,5,4,90.67624763108023,96.0,47.0,1715.5165339126238,2697.0,135.0,50.0
249,2021-03-23 18:08:49.155,mcu1,26.61158741908513,32.92558001189768,6,20,2,1,11,7,0,1,4,5,1,4,4,0,3,11,6,10,2,7,90.22081277895231,93.0,78.0,1124.9039735099338,2409.0,118.0,48.0
250,2021-04-16 07:50:57.717,mcu1,135.84395724394957,34.352346999405825,25,6,4,12,5,0,2,7,3,3,11,11,5,3,3,0,6,3,2,8,87.74183006535948,92.0,48.0,1003.3237746891002,3307.0,217.0,114.0
251,2020-11-04 07:55:20.007,mcu1,6.343802645938583,30.210681399631678,11,22,18,2,1,2,0,2,3,0,17,2,2,3,3,4,2,1,0,7,88.42088266953715,215.0,32.0,1088.5477085205457,2473.0,116.0,41.0
252,2021-03-10 07:47:52.096,mcu2,47.35896941051068,26.823566182215966,1,4,10,0,10,7,4,6,7,0,0,0,1,0,8,4,2,0,4,5,88.11330049261083,94.0,78.0,985.673209249859,3229.0,142.0,67.0
253,2021-01-20 10:33:13.169,mcu2,89.87203973097931,26.276492082825822,6,10,1,1,11,8,2,1,5,3,3,20,16,7,6,11,6,2,5,7,86.92991845056066,94.0,60.0,981.8422962014513,2592.0,396.0,77.0
254,2021-02-02 09:53:25.363,mcu2,80.14271712962952,27.04483775811209,9,6,17,3,2,7,2,2,7,3,10,3,1,5,2,6,3,0,2,3,86.23501701125359,98.0,86.0,900.1515453639082,2560.0,186.0,57.0
255,2021-03-31 20:42:56.947,mcu1,66.35838957604747,25.68714194780395,1,6,0,5,11,6,5,4,4,4,13,9,3,5,4,1,4,5,0,3,87.84522661523626,93.0,53.0,1237.3266005782734,2516.0,690.0,105.0
256,2021-01-25 08:34:19.332,mcu1,104.90992041360545,28.30574433656957,13,12,4,0,6,4,0,6,7,1,17,1,2,11,4,1,0,6,4,5,88.0591563786008,92.0,74.0,978.4847127555987,2760.0,579.0,68.0
257,2021-03-23 09:55:36.767,mcu1,25.76818827746261,25.81607976240984,11,14,4,16,12,6,4,6,2,0,2,14,0,0,2,3,3,6,4,8,85.36874757658006,95.0,38.0,1221.6202685145086,2412.0,608.0,98.0
258,2020-10-11 17:30:27.903,mcu1,129.54063991708375,24.271340569081847,4,2,7,16,8,0,3,6,1,0,0,17,6,7,2,1,11,10,5,3,91.31055076310551,97.0,51.0,946.6982173844457,2197.0,136.0,67.0
259,2020-11-20 14:48:12.729,mcu1,15.98851178700459,23.43490701001431,13,1,3,16,8,8,4,1,0,3,21,2,6,0,0,5,0,0,2,2,87.62452591656131,101.0,60.0,947.3637647663072,2844.0,145.0,61.0
260,2020-12-29 09:59:25.565,mcu2,27.585327799824018,83.33257532689028,31,6,0,2,2,8,1,3,5,6,1,14,4,5,0,4,0,6,5,4,87.37141238670696,90.0,61.0,1008.7362931265044,3705.0,160.0,55.0
261,2021-04-07 07:54:27.995,mcu2,45.60821972094404,26.70972127804215,17,5,4,0,5,0,5,7,1,4,15,6,4,2,12,0,6,0,5,7,87.56141568355308,215.0,25.0,975.8799802436616,2256.0,178.0,42.0
262,2020-09-01 17:49:24.933,mcu1,150.4820283613122,28.79166666666667,31,10,17,7,1,8,4,3,3,2,13,0,14,12,4,6,5,1,3,7,89.12925739810161,92.0,72.0,1108.718076923077,3283.0,599.0,85.0
263,2020-09-24 07:54:05.594,mcu2,202.94183686885128,18.46440677966101,2,0,1,0,8,1,1,4,4,0,2,2,4,1,7,6,6,2,0,8,87.04587482219061,94.0,60.0,1077.9040910322406,2920.0,138.0,60.0
264,2020-08-03 17:51:03.081,mcu1,22.261658310921888,23.53215077605321,3,0,6,0,8,8,3,0,5,5,14,11,1,6,0,11,4,5,7,0,86.39351446099913,94.0,46.0,980.5340640809444,2621.0,0.0,48.0
265,2021-02-22 08:31:56.789,mcu1,36.181656415658026,23.825396825396822,3,2,4,9,0,8,2,1,3,0,13,0,0,7,8,11,0,6,1,7,89.00660611065236,95.0,55.0,1026.3360323886639,2753.0,561.0,53.0
266,2021-03-12 07:51:04.954,mcu1,13.027181376404435,28.589266737513285,10,10,6,16,12,8,3,6,5,5,23,6,14,1,8,0,2,0,1,8,86.57747440273037,91.0,53.0,962.325944045253,2827.0,154.0,68.0
267,2020-12-24 07:54:40.651,mcu1,15.220205702641273,39.667197452229296,18,18,5,13,5,1,5,7,4,1,0,1,7,7,4,2,1,2,4,8,89.5338736492103,90.0,36.0,987.4373914416548,2453.0,174.0,54.0
268,2020-10-19 20:48:25.075,mcu1,10.498100873674217,48.57969192077963,12,22,0,2,5,1,5,7,5,0,2,3,2,12,3,11,3,7,0,7,87.73709834469328,90.0,215.0,1073.2567344694887,3182.0,160.0,94.0
269,2020-08-29 19:46:08.769,mcu2,42.80639737370529,27.91656350581827,27,4,18,2,10,0,4,1,4,1,21,11,4,3,2,2,11,3,4,3,86.15830618892508,96.0,73.0,1162.5936779400458,3283.0,164.0,73.0
270,2021-03-09 09:44:36.175,mcu1,9.221183261215279,28.905388069275173,24,13,1,1,1,1,3,1,3,1,3,1,1,1,1,0,4,5,0,7,89.48164489939992,94.0,46.0,1111.9849210025218,3150.0,162.0,54.0
271,2020-12-10 07:55:42.425,mcu2,22.09191875008832,24.887284841754585,6,15,0,13,0,2,0,5,2,3,9,6,2,11,2,0,1,6,0,3,88.0187985288108,91.0,57.0,1056.5043562439496,2764.0,149.0,98.0
272,2021-03-07 16:44:58.984,mcu1,30.509963232890282,44.362413732082814,3,10,3,7,1,1,4,4,0,1,0,4,2,2,0,0,3,0,4,0,86.43924783027965,99.0,38.0,1050.4877289377291,2496.0,545.0,81.0
273,2021-02-02 09:53:25.363,mcu2,28.604618241369852,29.08480104370515,7,22,4,3,11,1,1,4,1,0,23,2,5,1,7,0,1,3,4,0,89.79532025525879,95.0,72.0,1029.4449373695197,2428.0,60.0,73.0
274,2021-01-05 18:47:11.235,mcu1,86.68562963626543,40.14383561643836,9,21,6,1,5,1,8,0,3,3,10,11,16,3,9,3,6,3,3,0,88.80956540729417,101.0,88.0,946.5617550088764,2736.0,300.0,63.0
275,2021-02-26 11:42:06.583,mcu1,12.924792737268838,26.18814573137575,4,10,10,3,8,1,8,0,0,3,6,1,3,1,8,1,11,4,2,4,90.07352941176471,98.0,30.0,1111.9849210025218,3174.0,62.0,44.0
276,2021-04-07 19:00:25.534,mcu2,26.886157559103165,31.423034934497814,6,1,6,4,12,5,0,4,3,4,8,11,5,2,0,2,4,1,3,4,90.06386109476162,98.0,91.0,1146.965848452508,3119.0,588.0,75.0
277,2020-12-16 07:50:58.121,mcu2,23.286083835964586,41.1910251642494,17,12,0,3,8,0,2,1,0,0,8,22,16,3,7,1,7,4,2,4,89.13257740950718,98.0,25.0,975.888644918444,2463.0,119.0,51.0
278,2021-01-26 08:26:39.532,mcu1,11.506173163419527,32.71460830293556,5,5,3,0,11,8,0,6,4,3,15,22,2,3,0,2,11,2,3,2,90.2240766752045,98.0,75.0,1029.8598862019917,2575.0,560.0,86.0
279,2021-04-09 15:11:09.802,mcu2,55.753420194047486,25.95637583892617,16,20,0,16,6,2,8,5,2,4,22,18,3,2,2,7,6,7,0,3,87.14324862979572,92.0,78.0,1015.7905797101448,2682.0,554.0,91.0
280,2021-01-13 17:40:48.993,mcu1,20.010926825114502,25.808433296982923,18,12,0,12,11,2,2,3,3,1,2,3,7,0,7,6,6,3,4,7,89.53585746102449,95.0,57.0,989.6552259065347,2685.0,546.0,110.0
281,2020-10-06 08:58:32.657,mcu1,86.68562963626543,30.45917836713469,1,22,1,0,1,0,0,7,4,2,12,22,16,8,4,7,3,1,4,4,90.9202878494326,91.0,71.0,1143.5039866493605,2607.0,0.0,105.0
282,2021-02-19 08:48:54.483,mcu1,63.392313869529346,28.466983938132067,29,12,5,7,6,4,0,5,2,5,23,12,2,12,2,6,1,2,3,2,89.6500339443313,90.0,64.0,900.1515453639082,2785.0,557.0,60.0
283,2021-03-04 08:44:01.268,mcu1,103.97362101772907,20.63251097321023,11,7,5,5,5,8,0,1,0,1,5,18,0,4,0,7,11,0,4,0,89.117271333674,96.0,42.0,1060.4212454212454,3150.0,126.0,67.0
284,2020-11-12 17:55:01.574,mcu1,70.81059854860659,27.30683661645423,1,9,6,0,2,0,3,1,1,1,21,1,1,1,9,0,11,7,0,0,86.75665399239544,97.0,86.0,982.5202339181286,2603.0,172.0,71.0
285,2020-11-30 09:27:32.110,mcu2,47.35896941051068,30.089254257193193,9,18,3,3,0,4,3,1,0,3,5,2,8,2,8,0,11,2,0,2,82.09442752194947,99.0,65.0,1131.742164544564,2938.0,610.0,75.0
286,2020-08-04 17:19:21.333,mcu1,58.08774669032858,38.26614948530509,4,4,16,2,5,0,4,3,0,1,4,12,3,12,1,1,1,10,4,1,90.2240766752045,99.0,51.0,993.9830203241576,2629.0,159.0,75.0
287,2020-12-24 07:54:40.651,mcu1,18.645667893894387,26.968158000806127,15,18,6,6,12,0,5,3,5,1,31,0,2,1,8,5,0,2,10,1,86.26671100764881,95.0,64.0,981.8390572390573,2713.0,157.0,59.0
288,2020-11-11 09:10:32.106,mcu2,22.07191404108779,18.543893129771,21,15,1,0,2,7,3,1,5,0,10,14,0,2,9,4,2,1,10,8,88.22697157512289,90.0,41.0,967.1695782601024,3788.0,533.0,77.0
289,2020-11-05 07:54:40.604,mcu1,45.60821972094404,28.39618973561431,6,8,9,6,0,0,6,0,1,1,23,4,14,1,6,5,7,0,2,3,87.30905349794239,97.0,80.0,1014.7577030812323,3401.0,607.0,86.0
290,2021-03-31 20:42:56.947,mcu2,22.68044525950356,23.825396825396822,5,2,8,1,4,7,2,0,4,0,3,3,3,1,0,11,1,7,7,0,89.60313258327818,91.0,60.0,1123.9373714713029,2349.0,574.0,78.0
291,2020-11-10 09:50:26.149,mcu2,28.604618241369852,25.45407788390889,17,0,5,6,4,1,0,3,0,6,16,12,7,1,1,3,7,5,2,5,87.74815192454754,99.0,64.0,1715.5165339126238,3427.0,116.0,95.0
292,2020-09-01 17:49:24.933,mcu2,157.12447137668914,38.26614948530509,21,12,3,5,1,0,1,2,2,3,23,1,4,6,2,0,6,6,1,7,85.96197874080131,99.0,71.0,1073.2567344694887,2357.0,552.0,60.0
293,2020-09-14 07:52:13.342,mcu2,12.125734015631163,29.329169728141068,8,18,9,7,0,1,0,6,1,0,31,5,6,5,5,11,6,5,10,1,89.6500339443313,95.0,46.0,978.0361317747078,3296.0,179.0,60.0
294,2020-08-20 19:39:35.091,mcu2,72.8045103356572,23.53648442605097,18,0,1,13,1,1,8,6,1,0,0,8,10,4,4,6,0,0,10,2,87.35680592991913,93.0,78.0,1111.9849210025218,3182.0,170.0,73.0
295,2020-08-25 16:59:44.737,mcu1,67.44714166854024,37.827800239166336,12,13,9,1,5,1,2,2,1,0,9,9,2,2,9,0,5,2,2,0,88.88380199860563,95.0,51.0,977.7084671131088,3186.0,160.0,73.0
296,2021-03-03 17:48:59.506,mcu1,37.76200584249085,65.82066703116458,18,20,6,16,10,2,0,0,3,1,6,3,1,3,12,2,3,4,0,3,89.13790209790209,96.0,66.0,1177.629123625458,2391.0,339.0,52.0
297,2020-12-29 18:55:49.326,mcu1,6.2845284164301125,22.840749414519905,21,3,18,9,5,6,0,6,0,2,0,8,1,4,7,5,4,1,3,8,87.74815192454754,96.0,43.0,1011.3190754516472,2500.0,706.0,69.0
298,2021-03-15 08:36:17.657,mcu1,59.62434314564635,29.289621882542235,10,0,18,4,0,8,0,6,0,1,14,10,4,7,1,6,3,2,2,3,86.3028083028083,95.0,75.0,1405.9224744245525,3182.0,625.0,75.0
299,2020-11-24 18:41:53.217,mcu1,12.171532079872467,22.52947103274559,3,15,3,0,0,2,6,7,4,3,17,12,2,12,7,5,1,0,0,7,86.91230717639169,97.0,82.0,1088.5477085205457,2925.0,162.0,95.0
300,2020-11-18 07:51:21.201,mcu2,6.366916061906247,34.633017875920075,18,13,9,13,0,0,6,0,3,3,1,22,0,1,3,7,1,7,1,8,87.02269435055528,92.0,75.0,982.99944268995,2496.0,588.0,71.0
301,2020-12-31 11:28:54.061,mcu1,103.97362101772907,23.031767489016556,6,5,4,13,6,7,0,6,3,0,4,14,16,6,6,7,1,6,4,1,89.6500339443313,93.0,75.0,13190.692083333333,3307.0,339.0,60.0
302,2020-09-09 08:02:26.463,mcu1,53.39771907927757,27.461588861588858,10,20,0,5,4,1,1,0,4,0,22,6,6,3,6,1,3,1,0,2,86.29926199261993,97.0,48.0,989.7720373207076,2629.0,119.0,61.0
303,2020-10-30 14:21:42.578,mcu1,6.030141054916693,34.69157303370787,10,13,8,16,10,5,2,0,0,3,14,20,16,11,9,7,1,1,0,8,85.9530516431925,98.0,46.0,987.3244894396927,3145.0,178.0,52.0
304,2020-12-02 07:53:46.685,mcu1,74.80870594541841,26.403361344537807,15,8,16,3,0,1,0,6,1,2,23,20,4,6,3,11,6,0,2,4,89.6500339443313,89.0,45.0,1008.0166245030721,3069.0,217.0,82.0
305,2020-12-04 08:04:06.823,mcu1,22.09191875008832,33.53449275362319,10,7,10,9,2,2,8,7,0,2,8,5,0,4,1,0,5,4,10,8,88.976072234763,92.0,80.0,1018.1000673854448,3103.0,544.0,60.0
306,2021-02-28 19:07:49.540,mcu2,14.543691958874865,30.230452674897123,29,6,0,1,0,1,5,4,4,1,1,2,2,4,9,0,0,0,5,0,89.10123555201275,91.0,42.0,1058.694350916573,3103.0,578.0,60.0
307,2021-02-24 08:36:20.704,mcu1,4.762937874912638,38.26614948530509,10,4,5,2,1,7,6,6,7,4,8,11,0,12,2,6,7,7,2,0,89.60552845528456,92.0,76.0,1046.332169709989,2596.0,133.0,71.0
308,2020-12-07 09:32:35.205,mcu1,14.783305142831528,27.298115211043267,9,5,8,5,0,7,0,5,2,2,11,5,4,0,3,5,6,3,4,5,87.70572498662386,215.0,59.0,1016.6731551423593,2819.0,56.0,109.0
309,2021-03-05 17:56:59.529,mcu1,70.36433411718835,28.357541899441337,1,4,8,2,0,4,5,0,2,5,15,14,8,12,6,11,7,7,2,2,86.37148897614014,215.0,48.0,1041.534749034749,3083.0,574.0,76.0
310,2021-03-09 09:44:36.175,mcu1,204.43631691166308,28.710594989561585,9,2,6,9,12,8,0,4,1,6,17,6,1,4,3,4,6,3,2,1,87.84522661523626,91.0,73.0,1004.2046292763575,2806.0,118.0,55.0
311,2020-11-10 11:09:32.275,mcu1,13.615369542658948,38.22801302931596,0,2,1,5,10,5,4,1,0,1,0,20,1,7,6,11,0,4,3,3,87.44470989761093,96.0,91.0,1047.3501314636285,2578.0,695.0,81.0
312,2020-09-01 17:49:24.933,mcu1,59.62434314564635,31.699729486023447,0,9,18,0,0,0,6,0,1,4,3,17,6,8,2,1,2,6,7,1,87.88558352402747,92.0,50.0,1156.030422535211,2728.0,585.0,91.0
313,2021-01-31 21:19:34.857,mcu1,52.78767710412606,66.51278676194057,19,9,1,5,0,2,2,3,2,3,22,14,3,2,2,2,3,4,7,2,91.37523105360444,90.0,70.0,990.809219858156,2732.0,139.0,72.0
314,2020-12-23 14:28:06.117,mcu2,15.98851178700459,28.39618973561431,11,4,9,0,10,4,0,7,5,0,5,7,3,11,6,2,2,2,7,4,86.26671100764881,90.0,41.0,984.2890533696924,3083.0,165.0,73.0
315,2021-01-13 17:40:48.993,mcu2,72.8045103356572,26.725322827752247,0,7,17,16,0,1,0,2,0,6,12,8,4,12,6,7,1,5,7,2,88.2391304347826,92.0,58.0,1015.7905797101448,3377.0,161.0,82.0
316,2021-01-02 19:22:13.795,mcu1,156.08013950122537,29.241768579492003,8,6,5,6,1,0,1,0,0,4,25,11,0,5,9,3,3,7,10,8,88.4764211062962,99.0,36.0,1052.241732283465,2496.0,595.0,60.0
317,2020-09-08 07:21:29.774,mcu1,77.91089772673831,27.049148282602626,24,10,3,0,4,0,4,3,3,2,9,5,16,0,9,5,4,6,1,5,89.79532025525879,92.0,53.0,951.32226487524,4163.0,187.0,80.0
318,2021-03-23 09:55:36.767,mcu1,9.01203526883478,30.81192334989354,10,0,16,12,8,0,4,5,0,6,1,0,2,1,1,1,2,2,5,1,89.6552346570397,90.0,80.0,1008.7362931265044,2728.0,597.0,65.0
319,2020-12-28 07:51:10.703,mcu1,17.039747285671407,29.582386363636363,27,6,3,5,8,2,3,6,3,5,0,9,1,3,12,0,5,0,2,0,85.86306532663316,94.0,49.0,1025.1984359726298,2663.0,570.0,59.0
320,2020-12-28 07:51:10.703,mcu2,11.91201179509825,23.406052393857284,11,9,16,6,8,0,4,5,2,3,11,4,2,3,0,0,5,2,4,0,86.6571676050238,99.0,77.0,1077.9040910322406,3083.0,202.0,58.0
321,2021-03-19 18:02:08.203,mcu1,41.97356081303625,20.63251097321023,18,18,17,7,8,7,0,4,5,3,17,17,2,6,4,4,7,2,1,1,87.43248663101605,89.0,43.0,975.888644918444,2971.0,160.0,61.0
322,2021-02-19 19:59:57.957,mcu1,409.22208168099604,29.24820143884892,4,3,4,2,10,8,8,0,2,5,11,14,10,3,9,5,0,0,4,0,87.90110512893169,94.0,41.0,1050.4877289377291,2629.0,300.0,67.0
323,2021-04-16 17:45:49.249,mcu1,169.81283481451118,28.1701551342034,12,14,18,12,12,7,2,0,0,0,15,18,1,3,4,4,0,1,1,2,86.75665399239544,95.0,58.0,967.997553380783,2607.0,217.0,73.0
324,2021-02-19 08:48:54.483,mcu1,83.34026914513547,29.358538766125946,27,2,1,9,6,7,4,4,0,5,23,8,6,12,0,0,0,0,1,8,88.2012278308322,95.0,43.0,1229.4866546257276,2489.0,118.0,60.0
325,2020-08-12 08:02:25.544,mcu2,41.4991536046069,30.188690301787286,12,21,2,4,0,5,3,2,3,4,3,22,5,8,8,0,3,6,5,8,87.00937931034483,215.0,68.0,1094.487814622453,3661.0,546.0,90.0
326,2021-03-02 09:42:03.769,mcu2,14.283021905838714,27.543956043956047,5,1,1,16,6,0,0,0,2,1,10,11,14,2,3,3,7,3,2,8,86.80533900307111,99.0,90.0,989.7720373207076,2785.0,214.0,51.0
327,2021-01-19 20:35:17.839,mcu1,26.44569699792315,31.361140443505807,6,4,10,2,1,1,0,5,1,4,21,1,6,11,3,11,4,0,10,1,92.941186645909,215.0,63.0,1000.3918390162102,2479.0,121.0,41.0
328,2021-02-28 09:54:09.380,mcu1,86.68562963626543,18.46440677966101,20,9,9,6,12,8,8,2,7,5,3,2,10,0,8,0,11,0,0,5,80.24159797083071,94.0,83.0,1279.389631043257,2906.0,150.0,52.0
329,2021-01-29 11:42:54.747,mcu2,20.010926825114502,25.45407788390889,12,8,0,9,6,5,1,0,4,6,7,0,2,8,4,2,5,1,1,3,87.37141238670696,89.0,85.0,1142.4264117385505,2506.0,396.0,59.0
330,2021-02-01 10:53:56.584,mcu2,333.98967587013334,38.26614948530509,12,4,4,4,1,8,5,2,1,2,1,22,1,3,6,5,3,3,2,5,89.2773230621088,98.0,57.0,1094.487814622453,2910.0,592.0,52.0
331,2021-04-13 09:50:28.304,mcu2,200.48109166872013,34.08309506790565,8,8,6,16,5,1,6,0,0,0,14,3,14,0,12,4,6,6,2,5,89.39204756596062,99.0,62.0,844.943458781362,3401.0,135.0,82.0
332,2021-03-20 12:18:10.026,mcu1,6.0963160236492495,31.30511060259344,3,4,17,4,4,7,4,0,4,1,14,14,3,4,6,2,2,4,0,0,85.66196319018405,95.0,215.0,1065.8815789473683,2215.0,116.0,98.0
333,2020-11-06 12:58:59.468,mcu2,142.6353698919316,30.15787957360991,9,21,0,4,0,7,0,6,1,4,23,7,2,11,8,2,2,1,5,3,89.26367944851357,92.0,53.0,1088.5477085205457,2476.0,119.0,75.0
334,2020-12-10 07:55:42.425,mcu1,73.86499784840923,21.369081343585588,17,13,0,9,0,2,5,3,3,2,13,8,4,7,6,0,0,0,1,1,87.56141568355308,89.0,39.0,1142.2105001656178,2616.0,132.0,79.0
335,2020-12-18 08:04:00.966,mcu2,14.399144828870096,30.943604108309987,2,15,5,3,0,7,8,3,5,6,4,12,4,3,12,2,1,5,5,3,89.54438642297649,95.0,63.0,1374.502835800249,2725.0,134.0,82.0
336,2021-01-12 18:03:40.641,mcu1,8.536241443568864,30.0163421418637,18,18,1,1,8,6,1,1,1,0,11,14,3,1,3,6,4,10,3,4,87.98475111643612,89.0,50.0,1070.5338373593952,2966.0,179.0,67.0
337,2021-02-08 22:38:59.958,mcu2,157.12447137668914,28.766373902133,17,0,7,16,2,5,1,1,1,5,9,9,8,0,7,2,6,1,0,1,90.22081277895231,101.0,79.0,1237.3266005782734,3002.0,690.0,80.0
338,2020-10-06 10:13:45.103,mcu1,202.94183686885128,39.667197452229296,15,15,5,6,10,1,5,3,4,1,13,17,10,12,9,3,11,0,0,2,87.5749256863088,97.0,57.0,970.5175869120654,2806.0,623.0,69.0
339,2021-01-25 08:34:19.332,mcu1,57.93101598385143,30.943604108309987,11,2,16,2,0,1,0,0,7,4,21,1,14,4,3,2,4,4,2,3,82.3050686878257,89.0,63.0,1016.3244657653728,3294.0,116.0,94.0
340,2020-11-12 08:37:31.962,mcu1,13.448688150694464,30.03054032889585,12,3,16,13,0,0,0,2,2,1,7,2,2,12,2,6,4,4,10,4,87.17275097783572,93.0,55.0,1050.9145234493194,2835.0,160.0,62.0
341,2020-10-08 19:04:32.694,mcu2,267.6410506880984,27.53135313531353,16,14,10,0,6,1,1,7,1,5,12,3,14,2,0,4,11,1,1,1,86.9302564102564,92.0,54.0,1178.3367808012852,2492.0,157.0,48.0
342,2021-02-02 15:57:09.562,mcu2,130.58195300944888,25.25478767693589,0,6,10,9,6,4,6,2,0,3,31,3,16,1,0,11,0,0,1,0,87.43248663101605,215.0,78.0,1103.2876456876456,2283.0,210.0,114.0
343,2020-11-04 07:55:20.007,mcu1,24.7903235258238,22.77688246735204,0,5,3,9,6,0,6,5,7,6,0,22,14,11,4,5,5,3,5,0,87.79663865546219,90.0,41.0,981.140761674068,3427.0,529.0,85.0
344,2020-12-30 17:59:59.593,mcu2,53.39771907927757,28.718034617532105,9,9,7,4,4,6,0,4,0,0,17,18,2,4,4,5,1,0,10,0,87.96828752642706,95.0,38.0,1088.9472769409035,3129.0,577.0,59.0
345,2021-02-26 07:50:49.346,mcu1,47.35896941051068,27.731769181991123,6,12,1,0,5,6,6,3,4,0,2,5,4,2,0,11,11,4,7,3,88.62112403100775,96.0,59.0,990.9666829189014,2425.0,557.0,73.0
346,2021-03-02 18:56:39.007,mcu2,65.35173777308515,25.530290456431537,12,22,1,12,0,0,2,4,7,0,16,1,5,12,5,11,4,0,2,5,87.39893617021276,98.0,52.0,1023.7544359949304,3083.0,588.0,76.0
347,2021-02-05 10:12:04.398,mcu2,65.03498590063984,30.430346051464067,10,12,9,13,2,4,5,0,3,2,1,22,5,6,8,7,3,2,2,3,86.69658976930792,91.0,59.0,1430.03591160221,2840.0,617.0,65.0
348,2020-12-02 20:45:27.554,mcu1,10.524486430587421,24.876977152899823,5,18,9,6,1,0,0,7,2,2,3,0,7,2,0,0,11,3,4,8,88.90393013100437,96.0,74.0,1098.2385834109973,3043.0,120.0,114.0
349,2020-08-19 07:26:13.588,mcu2,204.43631691166308,25.130800611932692,16,0,10,6,10,8,6,5,0,0,25,1,7,12,2,2,2,7,0,7,89.4030554931476,92.0,73.0,1050.128319821079,3347.0,182.0,64.0
